Study,Group,Time,Intensity,RER,daily_CHO_gKg,daily_fat_gKG,Carb_before,Min_before,pct_female,Age,vo2max,carb_during_rate_hr,Start_glycogen,pct_type1fibers
Deli 2018,Glucose,30,61.68831168831168,0.87,3.997808219178083,0.9855967123287669,110,30,18,33.3,46.2,0,NA,NA
Deli 2018,Glucose,60,62.77056277056276,0.86,3.997808219178083,0.9855967123287669,110,30,18,33.3,46.2,0,NA,NA
Deli 2018,Glucose,90,64.7186147186147,0.89,3.997808219178083,0.9855967123287669,110,30,18,33.3,46.2,0,NA,NA
Deli 2018,Water,30,65.36796536796537,0.87,3.997808219178083,0.9855967123287669,0,NA,18,33.3,46.2,0,NA,NA
Deli 2018,Water,60,63.41991341991342,0.85,3.997808219178083,0.9855967123287669,0,NA,18,33.3,46.2,0,NA,NA
Deli 2018,Water,90,68.18181818181817,0.85,3.997808219178083,0.9855967123287669,0,NA,18,33.3,46.2,0,NA,NA
Devries 2005,Placebo,30,65,0.9368623530635,3.725,1.0875,0,NA,0,23,44,0,510,NA
Devries 2005,Placebo,60,65,0.9301281423158,3.725,1.0875,0,NA,0,23,44,0,510,NA
Devries 2005,Placebo,75,65,0.9344135491552,3.725,1.0875,0,NA,0,23,44,0,510,NA
Devries 2005,Placebo,90,65,0.931964745247,3.725,1.0875,0,NA,0,23,44,0,510,NA
Devries 2006,Men,30,65,0.9340127107873,3.725,1.0875,0,NA,0,21,45,0,504,NA
Devries 2006,Men,60,65,0.9255316252556,3.725,1.0875,0,NA,0,21,45,0,504,NA
Devries 2006,Men,75,65,0.9232424600081,3.725,1.0875,0,NA,0,21,45,0,504,NA
Devries 2006,Men,90,65,0.9242058569855,3.725,1.0875,0,NA,0,21,45,0,504,NA
Devries 2006,Non-OC follicular,30,65,0.92,4.396825396825397,0.9682539682539683,0,NA,100,22,39,0,471,NA
Devries 2006,Non-OC follicular,60,65,0.89,4.396825396825397,0.9682539682539683,0,NA,100,22,39,0,471,NA
Devries 2006,Non-OC follicular,75,65,0.88,4.396825396825397,0.9682539682539683,0,NA,100,22,39,0,471,NA
Devries 2006,Non-OC follicular,90,65,0.87,4.396825396825397,0.9682539682539683,0,NA,100,22,39,0,471,NA
Devries 2006,Non-OC luteal,30,65,0.94,4.396825396825397,0.9682539682539683,0,NA,100,22,39,0,385,NA
Devries 2006,Non-OC luteal,60,65,0.91,4.396825396825397,0.9682539682539683,0,NA,100,22,39,0,385,NA
Devries 2006,Non-OC luteal,75,65,0.9,4.396825396825397,0.9682539682539683,0,NA,100,22,39,0,385,NA
Devries 2006,Non-OC luteal,90,65,0.9,4.396825396825397,0.9682539682539683,0,NA,100,22,39,0,385,NA
Devries 2006,OC follicular,30,65,0.93,4.396825396825397,0.9682539682539683,0,NA,100,22,39,0,545,NA
Devries 2006,OC follicular,60,65,0.91,4.396825396825397,0.9682539682539683,0,NA,100,22,39,0,545,NA
Devries 2006,OC follicular,75,65,0.91,4.396825396825397,0.9682539682539683,0,NA,100,22,39,0,545,NA
Devries 2006,OC follicular,90,65,0.9,4.396825396825397,0.9682539682539683,0,NA,100,22,39,0,545,NA
Devries 2006,OC luteal,30,65,0.93,4.396825396825397,0.9682539682539683,0,NA,100,22,39,0,522,NA
Devries 2006,OC luteal,60,65,0.9,4.396825396825397,0.9682539682539683,0,NA,100,22,39,0,522,NA
Devries 2006,OC luteal,75,65,0.9,4.396825396825397,0.9682539682539683,0,NA,100,22,39,0,522,NA
Devries 2006,OC luteal,90,65,0.9,4.396825396825397,0.9682539682539683,0,NA,100,22,39,0,522,NA
Devries 2007,Men,30,63,0.9460317460317,4.342466666666667,1.0560296296296297,0,NA,0,23,52,0,NA,NA
Devries 2007,Men,60,63,0.9328042328042,4.342466666666667,1.0560296296296297,0,NA,0,23,52,0,NA,NA
Devries 2007,Men,90,63,0.9291005291005,4.342466666666667,1.0560296296296297,0,NA,0,23,52,0,NA,NA
Devries 2007,Women,30,63,0.9185185185185,4.491612903225806,0.9812186379928315,0,NA,100,24,44,0,NA,NA
Devries 2007,Women,60,63,0.8883597883598,4.491612903225806,0.9812186379928315,0,NA,100,24,44,0,NA,NA
Devries 2007,Women,90,63,0.8825396825397,4.491612903225806,0.9812186379928315,0,NA,100,24,44,0,NA,NA
Duhamel 2005,Ex + norm CHO,15,56.95538057742782,0.98,4.1268068331143235,1.000438020148927,38,240,0,21,50.06570302233903,0,465,NA
Duhamel 2005,Ex + norm CHO,30,57.74278215223097,0.96,4.1268068331143235,1.000438020148927,38,240,0,21,50.06570302233903,0,465,NA
Duhamel 2005,Ex + norm CHO,60,59.84251968503936,0.94,4.1268068331143235,1.000438020148927,38,240,0,21,50.06570302233903,0,465,NA
Duhamel 2005,Ex + norm CHO,115,61.94225721784776,0.92,4.1268068331143235,1.000438020148927,38,240,0,21,50.06570302233903,0,465,NA
Duhamel 2005,Norm CHO,15,56.69291338582677,0.97,4.092477003942181,0.9921156373193167,38,240,0,21,50.06570302233903,0,483,NA
Duhamel 2005,Norm CHO,30,58.00524934383202,0.96,4.092477003942181,0.9921156373193167,38,240,0,21,50.06570302233903,0,483,NA
Duhamel 2005,Norm CHO,60,59.580052493438316,0.93,4.092477003942181,0.9921156373193167,38,240,0,21,50.06570302233903,0,483,NA
Duhamel 2005,Norm CHO,108.4,63.254593175853024,0.93,4.092477003942181,0.9921156373193167,38,240,0,21,50.06570302233903,0,483,NA
Duhamel 2006,Ex low,15,61,0.8778443113772,1.4133697183098592,1.8779342723004697,0,NA,100,21,35.6,0,306,NA
Duhamel 2006,Ex low,30,61,0.8784431137725,1.4133697183098592,1.8779342723004697,0,NA,100,21,35.6,0,306,NA
Duhamel 2006,Ex low,60,61,0.859880239521,1.4133697183098592,1.8779342723004697,0,NA,100,21,35.6,0,306,NA
Duhamel 2006,Ex low,94,61,0.8586826347305,1.4133697183098592,1.8779342723004697,0,NA,100,21,35.6,0,306,NA
Duhamel 2006,Ex norm,15,58,0.9491017964072,4.768839712918661,1.063264221158958,0,NA,100,21,38.1,0,482,NA
Duhamel 2006,Ex norm,30,58,0.9389221556886,4.768839712918661,1.063264221158958,0,NA,100,21,38.1,0,482,NA
Duhamel 2006,Ex norm,60,58,0.9089820359281,4.768839712918661,1.063264221158958,0,NA,100,21,38.1,0,482,NA
